tweet,sentiment,highlight
@hayda7akeh @fakihn Chapeau bas .. Thumbs up happy_face_smiley ktir awiyeh hal 7al2a happy_face_smiley,Positive,None
I'm loving @YesserTayyara ktir lyom idk whyy,Positive,None
@StephanyFeghaly ana ktir bheb el promo taba3na happy_face_smiley,Positive,None
Helo chaklak!!!!!!! happy_face_smiley,Positive,None
@Mostaphaki @lollanasser2 @ellananoss @rama_ajram @tayemooriya Salmmtek Lama,Positive,None
@NancyAjram #MBCTheVoice 3anjad nancy bet3a2di 3atoul najeh #MBCTheVoice,Positive,None
Saba7 l5er wlsalem beirut,Positive,None
Habibi ana ykhalilik 3ayltek w yen3ad 3layki w 3layon,Positive,None
i loveyou hbibt albi w ruhi anti love @kawtharhadaya,Positive,None
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee,Positive,Courtesy words
@mhamadallouch @Paulastih @Zeytoona kiss kiss kiss aloushii 3yunak el helwen beshufu kel she helo happy_face_smiley,Positive,None
Merci happy_face_smiley la nchuf bass chou 7a yseer hall kam yom happy_face_smiley,Positive,None
@NancyAjram #MBCTheVoice bet3a2di nancy kel marra 3an marra #MBCTheVoice,Positive,None
@MishGhareeb @WaelMansour0 ktr helo ma ma32ul sawto kn r23,Positive,None
Hayda jamel lebnen ajmal nesaa elard,Positive,Courtesy words
Dakhlik ente chou mahdoume happy_face_smiley,Positive,Courtesy words
Bheb ali ktir bye,Positive,None
ma 3m bet5ata ktir awiyee,Positive,None
@maximkhalil1 happy birthday ya ajmal moumassel maxim khalil...kelak ehssess w temssilak bi2asser fina ...w jamelak w kel chi fik helo,Positive,None
@michaelabizeid hahahahahha hew ktir helo.,Positive,None
Shu b7bk ya beirut happy_face_smiley love 🌲,Positive,Courtesy words
@Maromoawad abalneh li ken chaklo helo bel selfie,Positive,None
@SaraBaydoun1 ktir 7elo,Positive,None
@najwakaram ana b7ebik.ktir ya amar,Positive,None
BTESTEHAL! KTIR HELWE YA OMME.,Positive,None
@najwakaram Natrinek 3a nar ya malike 🌹 Ktir met3atchine nesma3 gheniye menik love Bhebik Ya 3omre,Positive,None
@MMhedged ktir awiye 👏👏👏,Positive,None
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,Positive,Courtesy words
@elma_ayoub habbet esmik,Positive,None
Iniesta chou hal la3ib,Positive,None
@MariaS_Official plz follow ana lyom 3id miledi farhini bi follow minek plz ktir bhebek be3chaek,Positive,None
@nadinezeidane @HalaElite1 hahahahahhaha lol tab tante hala ktir bhebba w mahdoumeh w aribeh lal aleb w tayoube w helweh w ana maghroum fiya,Positive,None
@PerlaBouFrancis chou ya helweh,Positive,Courtesy words
Dude aratet de7ek wa2ta fetet 3layyon like uhm the fuck?,Positive,None
Wlak yo2borne alla #MBCTheVoice #فريق_عاصي #MBCTheVoice,Positive,None
#LeaMAkhoul lea makhoul min mabihebik min yekhrb bayton chou mjenin #LeaMAkhoul,Positive,None
HA ! Tiz baydte rebhet,Positive,None
@sallyhijazi chou houweh li ken la7 yejeh haahahha happy_face_smiley,Positive,None
ismail ahmad kess e5to chou awe,Positive,Foul language
@samirsleem hahahahahah broo kes ekhta scenario jehiz khaalis chou badak a7la men hek?,Positive,Foul language
W eerr shou helo hal matchh happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,Foul language
@ayoubiemma lol ktir helo bas enteh ahla yo2broneh modelik chou helweh,Positive,None
@dimitrifiani @MalouElia ana hélwédimi hélo malou hélwé nour hélwé don shou ? happy_face_smiley,Positive,Joke
Her: Hayete elle shi helo abel ma nnem :$Him: 3asal Ya haram ma fe2 tene nhar,Positive,Joke
"emme bet 3ayyetlna ""beit bou sambousik""",Positive,None
@instakfourywael @kfourywael @DimaSadek bawsi 3ane allah 3ala hl album Chu helo hfozto ya ret by3mlo fi fahes bl skul happy_face_smiley &lt;3,Positive,None
Shu helo eno tnem w tnem w tnem w tehlam enak neyem w tou3a w terja3 tnem w tnem w tnem ..🙊l mohem goodnight..,Positive,Joke
Shu helo ykun fi wahad bel admissions 3arabe ktir bedhak,Positive,Joke
Ma fi ykoun jamelik hal2ad helo la anno bkhaf ma ye3la lsekareh ma3eh #latche beykha #latche,Positive,Joke
KTIR BHESS BYETLA3O SETS OF TWINS happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
ma tenso tfouto 3al hemmem abel ma trouho long road trip w nchallah btetsallo on sunday ^^ *,Positive,None
@TarekTamo HAHAHAHAHAHAHA hamdellah ana w khaye mnetefe2 bel football happy_face_smiley bas mara 3al goal nfa3alna ktir so dad fakar khaye kasar shi🌝,Positive,None
Oh happy_face_smiley happy_face_smiley fi ahla b Germany 🥺😅?,Positive,None
Shakla ejet beirut w 3araset happy_face_smiley,Positive,Joke
@rawan_saade hahaha monsieur ma5ta w monsieur hari2 @Charbelmkrzl,Positive,Joke
#growingupwithjoebesidemeinclass Me: khalas khallina nru2 hay l seea Joe: shu ra2yik n7ottollo ebre aal kerse lal estez w yeje ye23ud aalaya ??? Me: yaa ktir in @JoeSawma2 #growingupwithjoebesidemeinclass,Positive,Joke
happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley ktir byechbaho ba3d ka2anon tom,Positive,None
Khwasre 3am youja3oune mesh 3erfe eza men l dehek aw men l akel,Positive,Joke
@abdlsater ah helo hahah,Positive,None
Ahle 3mlo popocorn w a3adune beynetun saro yt3mune b3d chwe tafa2o ykhdule lcell bala hess sar baye yjrib ykhdo w eme kmn la ystlmune happy_face_smiley happy_face_smiley happy_face_smiley Akh ktir dhktt happy_face_smiley,Positive,None
Cousinte nezle mn ljnoub t tetzahar b beirut w3l2et hon w2al batal 3nda underwears Eltella i still have new boxers eza badik mesh lebison abel. I wont tag her happy_face_smiley happy_face_smiley #لبنان_ينتقض,Positive,Joke
"“@monika_nakhle: Sorry? Bas fike tba3de 3anne?Sayim 3an l helo.."" @rhea_gabriel hahahhaahahahahahhaahhaahhahaa love love love I love u” hahaahahahhah",Positive,Joke
Hahahaha nazel 3laye el nashat el youm doing sport 3a akher hal lel happy_face_smiley happy_face_smiley come join happy_face_smiley,Positive,None
Ken bade naket hek chi happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
Hahahaa Hayda elli besammo ja3dane happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
@koukimak eh niyelikk ana soret bel akel part happy_face_smiley happy_face_smiley,Positive,None
“@jado_saleh: @fawzimehio Hahahaha Top 1 smalla 270 💃💃 btw byotla3le happy_face_smiley happy_face_smiley happy_face_smiley el top deiman 👌💃💃 kiss kiss ” hahaha eh smalla habbet 270😳,Positive,Joke
@koukimak @LaraHachem8 @awaiidamonica @AnitaChemaly hahahaha hayda matalna la lyom happy_face_smiley happy_face_smiley #matousa2 #matousa2,Positive,None
@joudirajabbasha mbala fhemta bs ktir da7aktnee happy_face_smiley,Positive,None
@HichamHaddad57 HAHAHAHAHAHA awyye ktir hay!,Positive,None
@NourhanKheir HAHAHAHAHAHAHAHAHAAHA ktir awiyyi happy_face_smiley,Positive,None
Chou bo2tet de7ek eza bykhsaro l brazil 3a ardon bi awal game,Positive,None
@sallyhijazi hahahahahahhahahahahahahhahha wlak chou khasneh ana enteh 3am t2elile ken ra7 yejeh lol,Positive,None
@Ihabinho_Ak shu hayda ya Zalame happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
"@Yasmeen_Sidani: @LebaneseSchools: 3am fakir efta7 l shanta - a lebanese student's thoughts"" Hayda eza le2ayta lal shanta"" Hahahahahhah",Positive,Joke
@alii_wehbi hahaha shu hayda ya 3ayda happy_face_smiley,Positive,None
@CindyRizkallah @ElyseS16 jebt eshya ktir cute la2elon men spinneys nananaa,Positive,None
@tar_rash 7adre me8le lyom 3l a3de happy_face_smiley,Positive,None
L memes yale 3am yetla3o halla2 are out of this world. Te3it l nammoura 2ateltne happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
@AlniyadiMira hahaha habb chou hal 2ste2bel l helo happy_face_smiley,Positive,None
@elissakh awal ma fe2t staf2adet 7ali 🙊 happy_face_smiley Adore you happy_face_smiley love ️ love ️ love ️,Positive,None
"Al tkheyalo l banet ysiro ylatcho l chabeb 😅 "" ya helo chu hal wax fina nehke 3al wats ? "" happy_face_smiley happy_face_smiley",Positive,Joke
ikr HAHAHAHA ken lezim nazil soura,Positive,None
@FawazMay enu eh bs view ktir helo b madrestik;p,Positive,None
Friend : man chou sayir ma3ak nezil akel bel bouza wel sweets ? Me : mberi7 3emil se3ten sport 3am jarrib rawwe7on,Positive,Joke
@HussainAyoub el diet m2assir 3lek ktir ya 7asoon happy_face_smiley,Positive,None
@eddy_hatem ahh non mna3mol tweet up 3a charafak happy_face_smiley,Positive,Joke
at least menkhare helo,Positive,None
Hahahhahahahaha akid hayk naake 3 nam,Positive,None
Ya alla chou helwe rihit l iFoss bl chatwiye happy_face_smiley,Positive,None
dahaktine ktirr,Positive,None
akh ya allah ghachaytine dehek hahahaha,Positive,None
A7lam atltne #MBCTheVoice happy_face_smiley happy_face_smiley happy_face_smiley #MBCTheVoice,Positive,None
Hahahaha akid happy_face_smiley happy_face_smiley,Positive,None
Hahahahahahahaha ktir 3abele,Positive,None
Hala2 5edlak 3a akel b hal 3id,Positive,None
@AndrewBachir hahah bas wla happy_face_smiley,Positive,Joke
“@rheabamo: Ktir habbet kif bi aldoo happy_face_smiley 👅”@sarah_zakhour btetzakkare? happy_face_smiley,Positive,None
@dominicabuhanna hahaha min allak bade mout happy_face_smiley ma ykoun l akel msammam frown_sad_angry_pouting wlak sa77a w hana 3a2albak kiss,Positive,Joke
@Fun0Ginger @joeation la2 lek helo l dubstep ..,Positive,None
@lea_karam ma3 batata w toum happy_face_smiley,Positive,None
Mum nzlt mn car la tmr2ni mn l bineye al car bl shamsiye I mean ana met2akde zawjek ma by3melek hek shi h my parents love me a lot ya rab hfazli yehun,Positive,None
Eza 8enneyet l musalsal la marwan khoury 3refo enu l musalsal helo.,Positive,None
HAHAHAHAHAHAHAHAHA SHU HAL NO3 HEDA,Positive,None
jemelek yaryoura happy_face_smiley happy_face_smiley,Positive,None
Enno kif happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley #theloveofmylife #GeneralMichelAoun #theloveofmylife #GeneralMichelAoun,Positive,None
Yekhreb bayta jawza shu helo 😋 happy_face_smiley,Positive,None
@zefloyd @sandrayahya very good ktir helo,Positive,None
@Patricia_Hachem Chu helo lebnen huwe w abyad byftah l nafes w bnasina masheklo,Positive,None
@Fouad_Rahme ah helo helo ana ele mn 20 decembre mkhalsa ☺️☺️,Positive,None
@LBCI_FansSs @LBC_Group Chu hl cadre l helo happy_face_smiley ),Positive,None
@raghebalama sabah nour istez ragheb.hadortak w nancy bayadto wijj lebnen b hdourkoun rake wl helo.ma3 tahiyaty.,Positive,None
@HazouryWafaa hamdela lol #love #Beirut lol mohem kabes #love #Beirut,Positive,None
Hahahahaha eh,Positive,None
May shop la kel sabiy3h bethess hala fashionista happy_face_smiley beirut rue hotel bristol @maybsat111,Positive,None
I love it ktir mood daya3 kel season hahahaha,Positive,None
mich eder ontor ba2a bede jib vip ticket,Positive,None
Hahahahah ktir b dahko,Positive,None
Eh natrik chi awe ktir,Positive,None
Oh my God chou awe hal zalame happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
Shu aam tehke ya zalame hayda naser ilehe esmo happy_face_smiley 👏,Positive,None
Knt ktir yenzal dam rehet al hospital w kouwyou.. sarle shi 3 years wala shi.,Positive,None
Ranoush sho hal 7ala hayda 3a feka ur cloth wala a7la especially ur shoes happy_face_smiley @Raniamazbouh,Positive,None
Ktir hek Porto's GK ktir !,Positive,None
Man Salem Zahran man ktir bhebak,Positive,None
@Mohamad_kaiss and Finally Lah Nshufak Bukra Btsade2 Ktir Mabsuta w Heik Hasesta Hal2a Ha T3awed l far2 Kelu w Tkaser L dene happy_face_smiley best Prog,Positive,None
@xnxxporn2002 waw ktir helo,Positive,None
W bhebo la moysy ktir ktir,Positive,None
@ranamoussallem mercii ktir ena 7a testsdife l queen Lea Makhoul w Natrinkon happy_face_smiley thumbs_up #LeaMakhoulOnSawtElmada #LeaMakhoulOnSawtElmada,Positive,None
Bta3rfo shou l helo bhayda l ta2es?,Positive,None
Shou hal costume l helo bas 😪,Positive,None
Guys l 3alam l sawton helo &gt;&gt;&gt;&gt;&gt;,Positive,None
Tkheyalo yjibo wazir trbiya super byfham w ychlna ltarikh kello mn lprogramme ADEY WAW?! happy_face_smiley happy_face_smiley BASS TKHEYALOOO,Positive,None
Aywa habbet happy_face_smiley 💪💪🌸,Positive,None
Hahahhaa Ahla shi Hayda elli 3a rasek happy_face_smiley min ween jayebtee 👌 happy_face_smiley,Positive,None
ya alla hal shab sawto ktir 7elo metlo,Positive,None
oh . awiyye ktir hayde happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
Ana ktir bhebkoun.,Positive,None
@gaellechidiacc ktir happy_face_smiley frown_sad_angry_pouting,Positive,None
@lole__96 @manol_66 @meraa205 @BayanAdoreLea hahahahhahaha eh mn rouh chou 3na #LeaMakhoul #LeaMakhoul,Positive,None
@MiledEl_Hayek ouff man mabrouk chou mfakkar techtere fiyoun happy_face_smiley,Positive,None
Ade helo l shete w l ra3ed bara w ana bl takhet?,Positive,None
@SarahKaddoura @elissakh @merhebmandy me too helo shi nafas argele honeek happy_face_smiley,Positive,None
@zakichreif jamelo el helo love love yuburnee,Positive,None
@baekhyun helo,Positive,None
@nadinennjeim amaising law ktr helo awal hal2a ktr helwe @AbedFahdKingdom @khal333340 ra7 dal e7daro happy_face_smiley &lt;3,Positive,None
@najwakaram #JudgeNajwa ye5reb 3a2lik chou lebe2lik #JudgeNajwa,Positive,None
@midolebnen ana ktir b7eb hal8enyee,Positive,None
wel3ane ya baby b beirut,Positive,None
Hahahaha eh wallah,Positive,None
-Carla ma ha tsad2e - Shu fi - Eja haydek l helo tdahhakle - ....,Positive,None
@mouawadnicolas dawrk ra23 bi yasmina ktr helo happy_face_smiley,Positive,None
@FarahShamii hahahahha nshalla bshufik bi matar beirut akh ma ile khla2 8 se3at tayaran bs happy_face_smiley,Positive,None
@ziadbourji hyt l helo bjr ya albe kifak lyom? Love u,Positive,None
@lovelysylvana @serieslb Wow mn esmo mbayan helo happy_face_smiley wen ?,Positive,None
@555Seehaam alah ykhalike w gd morning w nchala ykoun nharik helo,Positive,None
@roua_sleem ya helo ktir hahahah,Positive,None
Lol daharet happy_face_smiley yaret,Positive,None
happy_face_smiley thanks thats sweet kif bedna nehkike private,Positive,None
@TThePoeTT sa7i7 hahaha tekram 3aynak happy_face_smiley ana b iyyem el jem3a b beirut,Positive,None
Awlak hek enta? Hamdella sar 3enna ra2is #overjoyed #overjoyed,Positive,None
Ma fe ahla men hawa #jnoub #jnoub,Positive,None
Kinte betjanene happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
Lareine enteh ahla guitarist bel balad kaffeh da2 ktir helo da2ik really,Positive,None
Helo kteer kteer kteer,Positive,None
Hahahahahahahahahahahahahahahahahaha ktir awiyye,Positive,None
Lezim eshab loto lyom haze ktirr helo,Positive,None
KTIIIRR HELO seret hadreto marten,Positive,None
@fakihn @AbouJaoudehTony eh walla la nedhak w nesma3 l sot l helo wl ebde3 can't wait for tmw,Positive,None
@AlissarHelou guess sho bda l3bet shedee hkit ma3 maya w yahie jeyee!! #Beirut #friends #Beirut #friends,Positive,None
Ktir 7elo happy_face_smiley,Positive,None
@MhamadDankar @dankarz @Marwan_BFD @AdhamArslan no bas shakla ktr helwe hayde mnemshi feha ziad,Positive,None
Da5il rabbak sho btefham happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
Chaklo nabil sar chater bel Teswir thumbs_up 🏼👌🏻,Positive,None
baed aande ghrad ktir lal kab natra la ekhlas jury so bas ekhlas bteje btse3dine love love,Positive,None
Ktir bshil knefe mn aand sea sweet now,Positive,None
Marco el soura ktir helwe w wad7a 7atta profile pic,Positive,None
@najwakaram ktir habbet eno tnaynetna hattin Sol Major happy_face_smiley,Positive,None
@nnejehTweets @BBCSporf epl clubs ha ytall3o KTIR masare hal sene mnel tv broadcast..so l kel ma3o masare..,Positive,None
Italian guys ktir bi bako.,Positive,None
@mtvlebanon ktir 7lou,Positive,None
#WhyIloveGhada yi nsit sara7tik ktir 7ilwii w awyii .dalik heik ghodghod 7abibi #WhyIloveGhada,Positive,None
@OlaKaram @sarahstarac mn walea chou 3na #Lea_kenza_best_sisters #Lea_kenza_best_sisters,Positive,None
@LeaMakhoul a2al chi hayda mna3mlou... love u hbb #LeaMakhoul #LeaMakhoul,Positive,None
@Cybele_reaidy lak nchallah 3ayoull,Positive,None
@RimaNJEIM nshala tkoun salat ma2boule ya rab kalemek ktir helo ramroum rab yesma3 menek ynawerlna 3a2elna w 3a2el l3alam,Positive,None
@TeoJaber @NicoleNahra @GreaterThn azdak seret helo ? happy_face_smiley ☺️,Positive,None
3a2bel el mieh ya helo happy birthday @paul_riachy kiss,Positive,None
@nadinennjeim law bi3a2id w ente btjanine Chu hl temsil l ra23 w helo enik 3m techte8le bli bthebi l fashion ktr helo w tesmimik helo ktr happy_face_smiley,Positive,None
@SarrounaCyrine @CyrineAbdlNour hayda cadeau Cyrine l her fans b mounesabet her bday happy_face_smiley jamela happy_face_smiley happy_face_smiley,Positive,None
Good luck Saly Greig.. haz helo metel 3atoul ya lebnen #misslebanon #MissWorld2014 #misslebanon #MissWorld2014,Positive,None
@AkikiJoyce Habbet! Hayda el rideau 3andkoun a la maison?,Positive,None
@RayanneHarake mathotte make up ktir hek ahla,Positive,None
Waynik? -Bl beit -chou 3am te3mle? -machi -jeye etsala ma3ik.,Positive,None
@camsafa CHOU AWEEE,Positive,None
@ElsyRaji: @Fouad_Rahme ktir helo w jagal w hek. She's one of my fans 👆,Positive,None
@MorenaAndalucia hahahahhahahaha lol ktir osas happy_face_smiley w 3andeh album eleh bas tretil kalimeteh w al7aneh,Positive,None
@RenaEliass nchallh la2an bas hderto el trailor ken 3al ad kif tkheyalto bas 2rit el kteb,Positive,None
@hazoon2014 heheheheheheh hazzonteh kifik ya ahla benet 3andeh yeha wli bhebba ktir w baddeh ta3miya mloukhiyehh,Positive,None
Chou helwee allahh,Positive,None
Chou awe the GoalKeeper,Positive,None
Ana mbere7 khalaset Stranger Things Kteer awe happy_face_smiley,Positive,None
merci ktir ktir maxim happy_face_smiley love love love,Positive,None
Hahahah eh yalla 🚀,Positive,None
Hahahahaha eh yalla,Positive,None
HOTO MTV HALA2 MARWAN HABIB,Positive,None
@MarianCarolian @CAROLE_SAMAHA Chu hl 5abar l helo tal3a helwe bl habal ana akide Hata law mch mbayan wejik,Positive,None
@mazenmoadam mazenn natrinakk b 3amal helo metel ekhtarab l7ay kna nteb3o 3atoull kter heloo,Positive,None
@pascaleyoussef hahaha badde 3almik kelme jdide 3allamne yeha @Vince_Gebran #طريشة lol,Positive,None
@ahmadmadi12 yii shu bheb when you reply me :$ktir bnbst nshala nharak ykoun helo habibi lyom mwah,Positive,None
Ahla birthday girl f eldonia kolha love love love love happy_face_smiley,Positive,None
@KristySamarani awww helo hek niyelikk hahahahah erbit tokhlas l skl erbit,Positive,None
@lateef3abboud ahla w sahla bl abboud next week my parents go down to beirut betsir l a3de hon happy_face_smiley,Positive,None
3ANJADDD happy_face_smiley happy_face_smiley,Positive,None
Fesh aryab men hek happy_face_smiley 😿,Positive,None
@KarlaBoutros helo ktr ma 3m b2dar ma e7daro happy_face_smiley,Positive,None
@MariaaYasminee @MhdDankar @marwan_fd @CarmenChammas No marwan bi7ebna happy_face_smiley,Positive,None
Ktir helo lon l eclador taba3ke,Positive,None
Chou ra2ykoun l Joker houwe yla3bkoun? HAHA3HAHA3HA3,Positive,None
Hahahaha ma hek!!! Ktir kbir happy_face_smiley happy_face_smiley,Positive,None
Ehh ktir happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
kenet last year ktir tetsalo taarafet aala el kil honik w mestelmin el groups this year,Positive,None
Ktir happy_face_smiley happy_face_smiley bt fej2ine bi ur tweets kel marra happy_face_smiley happy_face_smiley,Positive,None
Hahah fakaret zet l chi!,Positive,None
ok ma sme3et l lyrics ktir bas aam behke production wise i like it,Positive,None
Bonjour Abou Ron☺️ eza mettef2in 3al to2sim ktir mnih mabrouk loto laken. Ana bas bede te3ezmouneh bas tehteflo happy_face_smiley,Positive,None
Lakk ya 1000 hala happy_face_smiley happy_face_smiley ehh hayda 7akee happy_face_smiley,Positive,None
Hahahaha maybe its weird bas believe me iza loubye b la7me w rez L laban 7eda ktir tayeb,Positive,None
@najwakaram Chou nanouj kel chway rt ma fi elna mar7aba kifkon chta2tlkon kiss ento chta2touli happy_face_smiley,Positive,None
@marylinchahine ente ente bhebbek ktir,Positive,None
Chou bheb bas ez3ouj l3alam. happy_face_smiley,Positive,None
#WhyIloveGhada inty ktir 7ilwi #WhyIloveGhada,Positive,None
Bede hayde l pizza li bel de3aye,Positive,None
@amineakl9 @premierleague haha 5aye mahadan 2arab 3laykon. Yea into ktir aweya hal sine! #3ish #3ish,Positive,None
“@Andrea_Hajal: Enta ktir helo.”mercii,Positive,None
Niyell el nes eli hodruk el layle w sem3o sawtak el helo love Akid walla3ta!! happy_face_smiley Yeslamle albak♡ Bhebbak love @zakichreif #زكي_شريف_ولعها_يا_جبلنا,Positive,None
@phantasmarolla tbh ktir helo cha3ra lal benet li hadik happy_face_smiley,Positive,None
@mouawadnicolas ittiham w law w 10 abid zghar 3njad bi32do l series l sene ittiham ra23 myriam massle ktr helo lezm tehdaro,Positive,None
@RitaKaddoum94 Hahahahahahaha ah happy_face_smiley w beirut ma3 l wa2et betsere ta3rfeya ktir bas baddik yraw2owa,Positive,None
@miakhalifa mia ana bhbik ktir,Positive,None
@AbbassAk93 hahaha hayda typically ana happy_face_smiley happy_face_smiley same to u habbub kiss kiss,Positive,None
@FadiHaddadmedia @najwakaram estez plz eza lkabar mazbout w fi ejtime3 salmli 3laya ktir w bousa 3a jbina mn 3ndi badna sowar w akhbar 7lwe,Positive,None
@staceyhakim @fouadfeghaly shou helwe l soura happy_face_smiley,Positive,None
@Tarek_Omran badde yeha Bookra W Chou Bookra knefe,Positive,None
@bachoo95 @mawzex @MichelleRomanos 7elwin chou behoun? Ya3ne iza bachir w flamant ma bi footo 3al saff it means its easy happy_face_smiley,Positive,None
@tiffanymurr Ana ktir mabsout mennik bhal lahza,Positive,None
@paulzakher1 ya bayi ktir cute happy_face_smiley,Positive,None
Bonjour @RimaNJEIM chou helo Eno hala2 Sar fineh esma3ik kel yom ma3 my new job happy_face_smiley btw min Ghanna El tertileh lyom ?,Positive,None
ktir tal3a mahdume bi 3eshk l nisa2 @nadinennjeim,Positive,None
@BassemBoustany chou king,Positive,None
@MarwaElMarouk eh ana ma hasset hahahaha mart l made hasset fiya ktir happy_face_smiley,Positive,None
@TheAliZein ktir mahdoum 👏,Positive,None
“@najwakaram: Saba7 l anwar Chta2na Ktir Ya 7abeyib 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹” Nawarti happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
@AmeLMhamad yumy hayda akel happy_face_smiley alf sahha happy_face_smiley ),Positive,None
@Hammoud_91 lak eh hayda l hake l sah,Positive,None
@AbiBb9 @NadiaBsat nadia bsat gher ossa chou baddik bet3a2id,Positive,None
ahla wehdde waw 3anjad BombA thumbs_up happy_face_smiley happy_face_smiley 👋,Positive,None
Bt fidne bt fidne happy_face_smiley happy_face_smiley,Positive,None
Girl b beirut 3am belbos noss kemm what,Positive,None
kellak aala baadak helo,Positive,None
@whammoud14 Nsit t2oul eno sawta baado helo w 3am b sir a7la w a7la,Positive,None
Btaaerfo adde l maths helo wa2ta tkouno aam tefhamo shu aam teketbo w hek? happy_face_smiley happy_face_smiley,Positive,None
@firashaleemi heheh eh shaklk bthb el wa3ye bakir happy_face_smiley lol hope nharak ykun helo mwah 347450117181276160,Positive,None
@LILIANNENEMRI aslan ente el lebneniye l asliye akkar w b2a3 w jnoub w beirut ...w ana nafse li wadaytelik inbox mberh 3al fb,Positive,None
@CarenHelou: @KhazenNour Helo asir ??? Oui oui aslan tyes belle kif ma kente (3am betghazal fike eza lahazte happy_face_smiley ),Positive,None
Sa77 bwefe2 .agree happy_face_smiley happy_face_smiley,Positive,None
Shi ahla min el helo,Positive,None
@NayaAlemBatchir sabahik 3asal ya habibtii nshala nharik ykoun helo ya ekhti l ghalya mwah kiss,Positive,None
@ritahayek1 ktr helo e7sesk w akd 3m toussal l msg happy_face_smiley,Positive,None
Mabroukk Liverpool!,Positive,None
Ktir awe el monsieur avec @mayadiab mish Carlos wala haidak taba3 el m7atta.. ah esmo Nadim.,Positive,None
Men aleb el forn w men kell albna. Men2elkoun sa7tein 3a albkoun. ☎️ 01-324222 or 71-228282 ☎️ #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes… https://www.instagram.com/p/Bt0_O16g5Db/?utm_source=ig_twitter_share&amp;igshid=14oqrg84334uf #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes,Positive,None
bhebik ktir,Positive,None
People like you give us hope 🙏🏻 ba3rif kaza hada hek w ktir bombosit bas a3rif Bravo and i really wish everyone can do that✌🏻,Positive,None
ykhalili hal 3youn kiss,Positive,None
Meche kouki,Positive,None
Hahahaha kter aweya liverpool mafiyoon hek :'),Positive,None
Smala hayda l matloub hahaha,Positive,None
@farah_ayyad7 mhaleyeh ktir chfefik khdoudik ka ano dunno ba3rif sayra tayoubeh,Positive,None
eza 15 seconds 3emlo hal hit kello chou 7a ya3mol l series ??? ... @NadineElRassi @PhilippeAsmar @NadineJaber,Positive,None
@ziadbourji habibe plz nazelna soura from set shta2nelak ktir Good luck for today bhebak love love happy_face_smiley,Positive,None
Ye3ne mich edra eskout..chou hal edmen 3a mousalsal 3echeknisa2..ma be2dar 2affe wala episode. thumbs_up @Wardoudi @nadinennjeim @PhilippeAsmar love,Positive,None
@Tchup @tiffanymurr HAHAHAHHAA HALLA2 SHEFET L SOURA ESTEZ!,Positive,None
@Karlsfeir @joekazan ahlan ahlan,Positive,None
@RechdanNour yii ana bheb hal soura,Positive,None
@DonKraidly Hahaha bs Hala2 saro khatereen ktir! Nshalla ma yejo dodna bil CL happy_face_smiley happy_face_smiley,Positive,None
@moezreikLFC hayda 7akeh!,Positive,None
@HotCreep_ eh eh ktir aweya mch metl l ajenib chi bimawit,Positive,None
Hahahaah habbet,Positive,None
Shilo l maze7 bas mousalsal Myriam Fares ktir awe. The story is good!,Positive,None
Habbet kif lah tsir l seaa 3 w manne ne3ssene wouuw,Positive,None
Wow hayda goal !,Positive,None
@Bayernoholic Hahaha wallah happy_face_smiley ktir aweye kenet hone happy_face_smiley,Positive,None
#3aBele pasta metel te3ul @thesofaqueen ktir taybin!! #3aBele,Positive,None
@fouadkhreis shaklon ktir cute,Positive,None
